name,stars,branch,commit
Netflix@archaius,2377,master,23222691e904a8c79020ab5a2e93ae740a1db96e
hefuyicoder@ListenerMusicPlayer,2373,master,ec0f9b2b17fc5399b1ef0fe85a74e83a03d1442a
apache@commons-lang,2363,master,0659831ad49a41244337eb9c60e6b6fe921756c2
Rukey7@MvpApp,2356,master,ff0a6f2eab1d680fb4df9c25b26832e4be1368c4
nex3z@FlowLayout,2351,master,d56865514f2ad1b5bbbc4ef889107fa4ba99bb92
Kong@unirest-java,2347,main,7c1562de57239f40a97c02a5f3a595ed67d65760
apache@flume,2340,trunk,03317de0ab7c257e4ceeba8d2e52c7e659536c9d
balysv@material-ripple,2338,master,fcbcb986ceed602ac10f2cceb647836d37929882
oracle@visualvm,2338,master,9949cf7c9a85b7f6e2e887d042c78067f1f06672
Frank-Zhu@PullZoomView,2334,master,fed1339e86937d20ffba95f12b371aa459c7e3d9
caoxinyu@RedisClient,2328,windows,0f72f3de3c4790066d5d06f5049a3622861118da
internetarchive@heritrix3,2328,master,c60af1eba26d435d46cd7a730529cb5c36b362d4
qiujuer@Genius-Android,2328,master,2a512970b5bb8a3efa9f919083693d219e6aa37b
elevenetc@TextSurface,2327,master,801ef1deac301c6fe439f84e9cccc915bae1fbbe
Ramotion@cardslider-android,2323,master,ea2de2dda9efd3b45847eb23fa13f32288f369b5
vikramkakkar@SublimePicker,2319,master,8f573b1cfdff8a5a67f1687934105d4f1c502060
Diolor@Swipecards,2316,master,a6fdfaa60fadd56fd5eb8acb2ff8922d2dd4d257
igniterealtime@Smack,2316,master,f65cf45b5c1aecb6cbfef94890523bc3a1906ac8
classgraph@classgraph,2311,latest,e81f793faba16ed102aeba4760fa0b5cd6e260d2
MindorksOpenSource@android-developer-roadmap,2311,master,da7e9e3c57e6d7493c01be3785ce09b5a7dbe14c
GCX-HCI@tray,2309,master,6b7e1a23e2e1cdca66c0781e19769a2418c73ff3
florent37@CameraFragment,2305,master,464a8f0cad69128382d3eee2f2193f6fd4eb78e1
pilgr@Paper,2305,master,e3b6f0b1701d5479a6a956b3db2d4e771827795f
Chora10@Cknife,2303,master,79dae24e2a9917ffa983c68def4dc858e295451b
http-kit@http-kit,2302,master,cf1365167c5a2447f66ea2c0f4541a81114d2f74
alexvasilkov@GestureViews,2292,master,28d3a30f216a70881bca1136e71ccf276e24bb00
H07000223@FlycoDialog_Master,2291,master,fdfdd1c10cb2f8519ef9eb90d9e59cd2452055b1
linkedin@cruise-control,2290,migrate_to_kafka_2_5,c09158530d48ce998acaa201e6bbf9a04ae471f5
eclipsesource@J2V8,2288,master,00dddaa31a80782abbe93c4a01f325db3c4975d6
ulisesbocchio@jasypt-spring-boot,2288,master,4a5836e57222a94d9bfae7aae265f05c4271c4c2
apache@avro,2283,master,ef1e5394e6f5c06ac3a68800d6dc9d00ceee9c9a
deeplearning4j@deeplearning4j-examples,2283,master,96e51a98dcfb831bdc89e2a44a229554164f19c0
googlemaps@android-samples,2283,main,1dedf230f372ead31bb9ad6c6b13eb7a1d09d420
code-mc@material-icon-lib,2281,master,dacdd82c9ae4b36a8fdd9a390df6bac51eb8d2a9
isl-org@OpenBot,2281,master,ff58bfe7e3d28e6bb21e83630ca01ba8bfd7dec7
delight-im@Android-AdvancedWebView,2277,master,6d2dd5c46b7e0762cea09e78996e165ecc7fddb1
atomix@atomix,2253,master,5c57662f8be16d3448c4c9cac2e2bec9317c4300
geekidea@spring-boot-plus,2248,master,fcef69d370f33dbcb57b8fd5c3b350cfa5320a36
iqiyi@Andromeda,2248,master,9a6dfd099e033c184eaef69f164fbdc60782bd55
Yalantis@Euclid,2245,master,6d4176cdc4702ec3ebdf95fac3389a2ac0b622d8
Devlight@NavigationTabStrip,2243,master,e7eff1944a9f2258f84415f5f5fa4210c5868d0c
twitter-archive@distributedlog,2243,master,6c7b5745b697617327235a8b773a4263e50875ee
markushi@android-ui,2240,master,a589fad7b74ace063c2b0e90741d43225b200a18
skyfishjy@android-ripple-background,2240,master,2911efdea8d247894bff8b429b916bd61b0c73be
linkedin@rest.li,2238,master,03c18eabb86412f8616034e93543b43778b21224
addthis@stream-lib,2233,master,5a3bc87c5314f7771ea3968e9015a3d25536343e
soarcn@BottomSheet,2231,master,748f9aab25cd8486da97e20cf9c96fcf92f4d7c8
h2oai@h2o-2,2228,master,be350f3f2c2fb6f135cc07c41f83fd0e4f521ac1
plattysoft@Leonids,2226,master,1c34cfad4b059e8fc38f95ad86d1819a34168d3a
xinghongfei@LookLook,2225,master,c436ef9949aa80ee085408900c54e800c839ce77
Bukkit@Bukkit,2224,master,f210234e59275330f83b994e199c76f6abd41ee7
DeemOpen@zkui,2222,master,1b3e7c133ab76a26c9c5b3653679d77d0cd6358d
theDazzler@droidicon,2221,master,b19142b911d9706dcfc96d25154620591e50a5a5
akexorcist@RoundCornerProgressBar,2220,master,b06599f5af228b32a5e108ec9ffd32e96d889147
hidroh@materialistic,2216,master,fe5071ababa7014bdb6c9043328c0e765b6a1e7a
dmilicic@Android-Clean-Boilerplate,2211,master,8f27d09f4c957baf6c6109df5e282bae0714fa24
balsikandar@Android-Studio-Plugins,2207,master,7bc5c6ec3e52ea834746b4e718df6ca290268d87
HeZaiJin@SlantedTextView,2207,master,11f456534c5564f5b96fd61d24d9cab83680c445
timusus@Shuttle,2200,dev,b4cd6f0286db3eb9cdea8338e54d7081af0618e1
codingXiaxw@seckill,2198,master,fd24d99d232424cd141e64600b277fb8cf3950e2
bytedeco@javacpp-presets,2197,master,68199be599d674fc15b950aa43a462e103be8b20
fython@MaterialStepperView,2195,master,43cc491ad1d7dcd4b608f48691f9128c8d8d6009
rmtheis@android-ocr,2195,master,41445b44c9c88ad03841c3e664f8cce0805a25e6
Yalantis@Horizon,2194,master,765d0248e74e5e01e832c50faa7b1927db6b793d
steelkiwi@cropiwa,2193,master,06f6cfb238654b74ce261f5e51fa7628d0d4e80c
gre@react-native-view-shot,2191,master,4d726f75a84b76dfcb06a341850587ecb201e237
noties@Markwon,2189,master,2ea148c30a07f91ffa37c0aa36af1cf2670441af
hierynomus@sshj,2187,master,6e7fb96d079dce62fcc60a2389efdb157dc1f7fd
Prototik@HoloEverywhere,2186,master,b870abb5ab009a5a6dbab3fb855ec2854e35e125
square@mortar,2176,master,732e2459f6a01afa7270a2798df43fd92b6ca4cf
gjiazhe@PanoramaImageView,2172,master,9c255a82430106cf1cfd20228b4dad603d50050a
avast@android-styled-dialogs,2171,master,36d33e094e9cbadd4c02f54d41d54d736f082abe
